g.person.yr
118527.92922061472
79257.07823114339
1171.1583793966574
110041.12405189272
244334.07402654606
284821.68262933864
147871.7976317658
33255.41521219745
211105.25778004027
58308.31047398621
112791.02231411843
212494.02837852034
49292.93706939626
335948.40070341225
204258.2011455431
239514.83690693008
22311.821306877526
161147.1874326257
129008.11548360939
158271.94697586715
4592.5746382739335
436618.32358841057
35841.029402426226
190786.5880266589
284511.76641619415
34854.95445021992
159107.99608442956
214311.26558750102
301990.3002028204
429207.5076281094
86574.06666690916
276137.15149132634
226554.7863161241
336415.85933362384
226580.46399914796
194426.9833725081
27564.744301709885
138321.90407233674
269271.71107746015
176866.66189282323
353052.82627937046
251845.26974714556
122489.7867662977
327527.4522740165
165810.34700982962
62366.10276941507
198710.22158708257
82865.10561003584
59300.05681878549
130527.11110827929
77893.86306720974
172175.01271929848
30615.094173442427
214953.77101832014
273966.29201952566
363520.3849480707
45275.64451210791
221741.49717312746
30921.099020757567
176381.27772638993
194137.55345269424
265029.19401231623
277937.42750001437
160422.93398629117
190421.4283369671
254050.07032836313
77027.675621628
74911.40299691352
306133.9130219159
232147.01988158672
11918.322745904623
125188.49722385718
131851.3320364365
166624.6808218721
180470.3039905025
73274.65812157499
110384.14258625038
56030.60824565361
178977.63171344931
284331.71665728
48585.65598620338
324409.096557211
92192.08211088074
9898.743912760376
367739.8441152493
199922.36020889645
74385.82323000614
86758.21362135009
181833.76630316515
302481.5277637762
199284.9378564311
120611.71617996076
70367.4163207617
74461.92538833323
223210.05562115714
62855.54224641183
186434.13754962778
217607.61171870306
209287.84024800977
195372.98098967294
141018.84968628947
198034.18121204397
25486.91105968454
411611.7497131269
145249.65528675856
53841.806078013775
23352.68701927803
182457.92586815995
96003.96901630274
310927.28845851315
28778.282255903687
117809.88660770637
78830.79521459984
329827.03322961205
53778.9030663838
223246.17378824463
16931.18664767931
418928.0976562434
190389.86635019095
135973.5686884457
125130.4386261365
52393.03392304325
157335.91848851863
160547.29181647915
314450.5052451709
276630.5770281836
545165.8600778809
139082.6431493374
120616.98896058142
398141.6449444907
155288.54921662758
352441.82968817744
275189.6265818557
212839.17494502536
202462.24481793807
34721.34679499693
436681.1208836907
6187.5271072234855
296382.8541984766
225243.72714646262
285937.23868553195
76985.51239211918
600964.0942118658
2911.515130950294
251046.37620121622
201559.5066476527
291980.46434134233
67968.65647438745
66690.87036634954
25763.38955697425
124813.50289530944
42216.861676306966
61669.46295903811
253217.26937057072
120304.75562431355
290297.2060096359
459248.87908218516
135694.13261616105
78878.73792779731
218485.11408757468
150219.70578575818
259143.6683860249
213046.9951469532
13088.924604021537
278857.0951446865
93246.92699168259
157231.9376412158
103911.88724077205
390039.355593724
62335.544465596664
204296.01937566928
209527.15664297785
246509.7513722018
76992.04039490141
46806.96601404979
222944.15737201954
241645.65087092348
17191.068364768442
283383.57596141996
316553.4928766452
318137.6766515798
236715.57736834564
40825.9281384801
489277.1709308185
280241.8379738028
209877.73719158696
338370.6899051453
211359.54495369756
158785.05898788793
114178.80631798548
205781.25613603686
150485.40109867192
184717.10474124548
24553.296741340582
121526.55220290831
94808.72987943182
5024.018403185043
266110.117213425
139919.70013425042
82910.83079539477
522719.355719837
139786.4259971911
86045.89222169621
28967.432844316496
39893.46552973656
477529.49436575227
393400.9598666729
110092.0925380636
192336.212657799
7450.03447226965
225934.721443843
208898.8417064297
248117.73059464138
38649.28116262801
213646.19873021395
255302.15419477175
289587.11678357737
